,index,coordinates,codeInsee,nom,adresse_ligne01,adresse_ligne02,adresse_ligne03,adresse_code_postal,adresse_commune,adresse_coordonnees,telephone,e_mail,url,zonage_commune
113,permanence_juridique-59122-01,"[3.230947, 50.18115]",59122,Point-justice - relais d'accès au droit du Tribunal judiciaire de Cambrai,14 rue Froissart,,,59400,CAMBRAI,"[3.230947, 50.18115]",03 27 78 29 76,,,['59122 Cambrai']
114,permanence_juridique-59268-01,"[2.694801, 50.634808]",59268,Point-justice - relais d'accès au droit de la mairie de La Gorgue,"Maison pour tous, 36 bis rue de l'Abbaye de Beaupré",,,59253,LA GORGUE,"[2.694801, 50.634808]",03 28 43 89 90,,,['59268 La Gorgue']
115,permanence_juridique-59512-02,"[3.198085, 50.673927]",59512,Point-justice - relais d'accès au droit du service Intercommunal d'aide aux victimes accès au droit des personnes âgées de Roubaix et de Wattrelos,Siège Résidence Blériot – 1er étage- 69 rue Jules Watteau,,,59100,ROUBAIX,"[3.198085, 50.673927]",03 20 45 05 55,,,['59512 Roubaix']
116,permanence_juridique-59350-06,"[3.011723, 50.63984]",59350,Point-justice - relais d'accès au droit de la Maison de l'Habitat Durable – ADIL de Lille,Maison de l'habitat durable,7 bis rue Racine,,59000,LILLE,"[3.011723, 50.63984]",03 59 00 03 59,,,['59350 Lille']
117,permanence_juridique-59350-04,"[3.059629, 50.641016]",59350,Point-justice - relais d'accès au droit de la maison de l'avocat de Lille,8 rue d'Angleterre,,,59000,LILLE,"[3.059629, 50.641016]",03 20 55 73 45,,,['59350 Lille']
118,permanence_juridique-59011-01,"[2.9319, 50.529283]",59011,Point-justice - relais d'accès au droit de la mairie d'Annoeullin,place du Général de Gaulle,,,59112,ANNOEULLIN,"[2.9319, 50.529283]",03 20 90 41 41,,,['59011 Annœullin']
119,permanence_juridique-59400-01,"[2.639429, 50.642414]",59400,Point-justice - Point d’accès au droit Flandre-Lys,Mairie de Merville – 1 place de la Libération,,,59660,MERVILLE,"[2.639429, 50.642414]",06 30 08 51 29,,,['59400 Merville']
120,permanence_juridique-59178-02,"[3.078442, 50.36969]",59178,Point-justice - relais d'accès au droit de la Maison de l'avocat de Douai,77 rue Merlin de Douai,,,59500,DOUAI,"[3.078442, 50.36969]",03 27 71 59 90,,,['59178 Douai']
121,permanence_juridique-59350-01,"[3.06227, 50.6447]",59350,Point-justice - relais d'accès au droit du Tribunal de proximité de Lille,"Immeuble ""Halle aux sucres""",33 avenue du peuple belge,,59000,LILLE,"[3.06227, 50.6447]",03 61 05 40 00,,,['59350 Lille']
122,permanence_juridique-59350-05,"[3.01061, 50.639668]",59350,"Point-justice - Maison de la médiation et du citoyen
Point d’accès au droit de Lille",Maison de la médiation et du citoyen - Hôtel de ville - place Roger Salengro,,,59033,LILLE,"[3.01061, 50.639668]",03 20 49 50 77,,,['59350 Lille']
123,permanence_juridique-59139-01,"[3.403661, 50.108763]",59139,Point-justice - Point d’accès au droit de Caudry,"Ateliers culturels, rue Jacquard",,,59540,CAUDRY,"[3.403661, 50.108763]",03 27 75 70 03,,,['59139 Caudry']
124,permanence_juridique-59650-01,"[3.213232, 50.700269]",59650,Point-justice - Point d’accès au droit de Wattrelos,"29, rue Carnot",,,59150,WATTRELOS,"[3.213232, 50.700269]",03 20 99 91 41,,,['59650 Wattrelos']
125,permanence_juridique-59017-02,"[2.886408, 50.686577]",59017,Point-justice - Point d’accès au droit d'Armentières,"Maison Debosque 29, rue Jean Jaurès",,,59280,ARMENTIERES,"[2.886408, 50.686577]",03 61 76 08 52,,,['59017 Armentières']
126,permanence_juridique-59271-01,"[2.303019, 51.015024]",59271,Point-justice - Point d’accès au droit de Grande-Synthe,"6, place de l’Europe",,,59760,GRANDE SYNTHE,"[2.303019, 51.015024]",03 28 28 20 07,,,['59271 Grande-Synthe']
127,permanence_juridique-59286-01,"[2.982699, 50.610969]",59286,Point-justice - Point d’accès au droit d'Haubourdin,"Hôtel de ville - 11, rue Sadi Carnot",,,59320,HAUBOURDIN,"[2.982699, 50.610969]",03 20 44 28 28,,,['59286 Haubourdin']
128,permanence_juridique-59431-01,"[2.838061, 50.704843]",59431,Point-justice - relais d'accès au droit de la mairie de Nieppe,249 place du Général de Gaulle,,,59850,NIEPPE,"[2.838061, 50.704843]",03 20 38 80 00,,,['59431 Nieppe']
129,permanence_juridique-59017-01,"[2.88859, 50.683586]",59017,Point-justice - Point d'accès au droit de l'Etablissement Public de Santé Mentale d'Armentières,104 rue du Gal Leclerc,,,59487,ARMENTIERES,"[2.88859, 50.683586]",03 20 10 21 81,,,['59017 Armentières']
130,permanence_juridique-59153-01,"[3.591084, 50.452099]",59153,Point-justice - Point d’accès au droit de Condé-sur-l'Escaut,avenue de la Liberté Porte Vautourneux,,,59163,CONDE SUR L ESCAUT,"[3.591084, 50.452099]",03 27 44 78 18,,,"[""59153 Condé-sur-l'Escaut""]"
131,permanence_juridique-59350-03,"[3.018642, 50.640551]",59350,"Point-justice - Maison du citoyen
Point d’accès au droit de Lomme","343, avenue de Dunkerque",,,59160,LOMME,"[3.018642, 50.640551]",03 20 08 90 30,,,['59350 Lille']
132,permanence_juridique-26362-01,"[4.890178, 44.930132]",26362,Point-justice - Point d'accès  au droit du Tribunal judiciaire,2 place Simone Veil,,,26000,VALENCE,"[4.890178, 44.930132]",04 75 75 49 49,,,['26362 Valence']
133,permanence_juridique-26116-01,"[4.704757, 44.443442]",26116,Point-justice - France services,130 avenue de la Gare,,,26290,DONZERE,"[4.704757, 44.443442]",04 69 14 30 30,,,['26116 Donzère']
134,permanence_juridique-26347-02,"[4.852316, 45.067276]",26347,Point-justice - Gendarmerie,42 rue Marcel Clachet,,,26600,TAIN L HERMITAGE,"[4.852316, 45.067276]",04 75 08 23 77,,,"[""26347 Tain-l'Hermitage""]"
135,permanence_juridique-26362-03,"[4.914875, 44.916631]",26362,Point-justice - Chambre du commerce et de l'industrie de la Drôme à Valence,52-74 rue Barthélémy de Laffemas,,,26010,VALENCE,"[4.914875, 44.916631]",04 75 75 70 00,,,['26362 Valence']
136,permanence_juridique-26333-01,"[4.816011, 45.191746]",26333,Point-justice - Point d'accueil social,Immeuble les Bégonias,,,26240,ST VALLIER,"[4.816011, 45.191746]",04 75 03 02 14,,,['26333 Saint-Vallier']
137,permanence_juridique-26198-04,"[4.748373, 44.565217]",26198,Point-justice - Commissariat de Montélimar,rue Paul Loubet,,,26200,MONTELIMAR,"[4.748373, 44.565217]",04 75 00 70 70,,,['26198 Montélimar']
138,permanence_juridique-26235-01,"[4.700696, 44.377618]",26235,Point-justice - Centre social Emile Bourg,rue Victor Hugo,,,26700,PIERRELATTE,"[4.700696, 44.377618]",04 75 55 39 34,,,['26235 Pierrelatte']
139,permanence_juridique-26307-02,"[5.291459, 45.015301]",26307,Point-justice - France services,78 rue Jean-Jaurès,,,26190,ST JEAN EN ROYANS,"[5.291459, 45.015301]",04 75 82 06 10,mailto:france-service@association-tracols.fr,http://www.association-tracols.fr,['26307 Saint-Jean-en-Royans']
140,permanence_juridique-26198-03,"[4.739499, 44.581353]",26198,Point-justice - Chambre du commerce et de l'industrie de la Drôme à Montélimar,Immeuble L'Occitan,,,26200,MONTELIMAR,"[4.739499, 44.581353]",04 75 75 70 00,,,['26198 Montélimar']
141,permanence_juridique-26198-01,"[4.752844, 44.561298]",26198,Point-justice - Maison des services au public de Montélimar,1 avenue Saint-Martin,,,26200,MONTELIMAR,"[4.752844, 44.561298]",04 75 92 09 98,,,['26198 Montélimar']
142,permanence_juridique-26113-01,"[5.359735, 44.760287]",26113,Point-justice - Maison de services au public de Die,200 avenue de la Clairette,,,26150,DIE,"[5.359735, 44.760287]",04 75 22 31 87,,,['26113 Die']
143,permanence_juridique-26307-01,"[5.291459, 45.015301]",26307,Point-justice - Centre Ressources Multimédia Les Tracols,78 rue Jean Jaurès,,,26190,ST JEAN EN ROYANS,"[5.291459, 45.015301]",04 75 05 21 12,,,['26307 Saint-Jean-en-Royans']
144,permanence_juridique-26347-01,"[4.856198, 45.070846]",26347,Point-justice - Maison des jeunes Centre social,50 avenue du Vercors et de la Résistance,,,26600,TAIN L HERMITAGE,"[4.856198, 45.070846]",04 75 08 09 12,,,"[""26347 Tain-l'Hermitage""]"
145,permanence_juridique-26220-01,"[5.1363, 44.359978]",26220,Point-justice - Mairie de Nyons,Hôtel de Ville,,,26110,NYONS,"[5.1363, 44.359978]",04 75 26 50 00,,,['26220 Nyons']
146,permanence_juridique-26281-01,"[5.060544, 45.044365]",26281,Point-justice - Centre des Restaurants du cœur de Romans sur Isère,rue Ampère,,,26100,ROMANS SUR ISERE,"[5.060544, 45.044365]",04 75 72 49 23,,,['26281 Romans-sur-Isère']
147,permanence_juridique-26198-02,"[4.754264, 44.557835]",26198,Point-justice - Centre des Restaurants du cœur de Montélimar,1 rue Monnaie Vieille,,,26200,MONTELIMAR,"[4.754264, 44.557835]",04 75 46 09 64,,,['26198 Montélimar']
148,permanence_juridique-26113-02,"[5.359735, 44.760287]",26113,Point-justice - France services,200 avenue de la Clairette,,,26150,DIE,"[5.359735, 44.760287]",04 75 22 04 19,,,['26113 Die']
149,permanence_juridique-26362-02,"[4.899485, 44.929761]",26362,Point-justice - Locaux de l'association REMAID,4 rue de Mulhouse,,,26000,VALENCE,"[4.899485, 44.929761]",04 75 55 39 34,,,['26362 Valence']
150,permanence_juridique-26289-01,"[5.196948, 44.696908]",26289,Point-justice - France services,13 rue Raoul Lambert,,,26340,SAILLANS,"[5.196948, 44.696908]",04 75 22 31 71,,,['26289 Saillans']
151,permanence_juridique-06088-04,"[7.263718, 43.706362]",06088,Point-justice - relais d’accès au droit Centre social La Semeuse La Ruche à Nice,3 rue Trachel,,,06000,NICE,"[7.263718, 43.706362]",04 93 82 40 42,,,['06088 Nice']
152,permanence_juridique-06114-01,"[7.288461, 43.738855]",06114,Point-justice - relais d’accès au droit de la maison du département de Saint-André-de-la-Roche,Résidence la Laupia 2 rue du Ghet,,,06730,ST ANDRE DE LA ROCHE,"[7.288461, 43.738855]",04 89 04 30 80,,,['06114 Saint-André-de-la-Roche']
153,permanence_juridique-06069-01,"[6.926526, 43.65631]",06069,Point-justice - Point d’accès au droit du palais de justice de Grasse,Palais de Justice - 37 avenue Pierre Sémard,,,06130,GRASSE,"[6.926526, 43.65631]",04 92 60 77 50,,,['06069 Grasse']
154,permanence_juridique-06157-01,"[7.113488, 43.722578]",06157,Point-justice - relais d’accès au droit de la mairie de Vence,place Georges Clemenceau,,,06140,VENCE,"[7.113488, 43.722578]",04 93 58 41 00,,,['06157 Vence']
155,permanence_juridique-06075-02,"[7.219792, 43.846682]",06075,Point-justice - relais d’accès au droit de la maison du département de Plan-du-Var,368 route de la porte des Alpes,,,06670,PLAN DU VAR,"[7.219792, 43.846682]",04 89 04 51 25,,,['06075 Levens']
156,permanence_juridique-06088-08,"[7.261982, 43.710158]",06088,Point-justice - Point d’accès au droit du palais de justice de Nice,Palais de Justice - place du Palais,,,06300,NICE,"[7.261982, 43.710158]",04 92 17 71 16,,,['06088 Nice']
157,permanence_juridique-06088-02,"[7.252782, 43.71776]",06088,Point-justice - relais d’accès au droit maison du département des seniors de Nice,144 boulevard de Cessole,,,06100,NICE,"[7.252782, 43.71776]",04 89 04 51 25,,,['06088 Nice']
158,permanence_juridique-06088-10,"[7.269441, 43.695609]",06088,Point-justice - France services,26 rue Saint François Paule,,,06300,NICE CENTRE,"[7.269441, 43.695609]",04 89 04 32 90,,,['06088 Nice']
159,permanence_juridique-06088-03,"[7.269441, 43.695609]",06088,Point-justice - relais d’accès au droit de la Maison du département de Nice,26 rue Saint François de Paule,,,06300,NICE,"[7.269441, 43.695609]",04 89 04 32 90,,,['06088 Nice']
160,permanence_juridique-06114-02,"[7.288461, 43.738855]",06114,Point-justice - France services,2 rue du Ghet,,,06730,ST ANDRE DE LA ROCHE,"[7.288461, 43.738855]",04 89 04 30 80,,,['06114 Saint-André-de-la-Roche']
161,permanence_juridique-06136-01,"[7.449586, 43.869135]",06136,Point-justice - relais d’accès au droit de la mairie de Sospel,Mairie - 5 Bd 1ère D.F.L,,,06380,SOSPEL,"[7.449586, 43.869135]",04 93 04 33 00,,,['06136 Sospel']
162,permanence_juridique-06075-01,"[7.225203, 43.859815]",06075,Point-justice - France services,1 place de la Madonne,,,06670,LEVENS,"[7.225203, 43.859815]",04 93 37 82 42,,,['06075 Levens']
163,permanence_juridique-06103-02,"[7.308818, 44.012587]",06103,Point-justice - France services,30 avenue Corniglion Molinier,,,06450,ROQUEBILLIERE,"[7.308818, 44.012587]",04 89 04 53 90,,,['06103 Roquebillière']
164,permanence_juridique-06088-07,"[7.207934, 43.67433]",06088,Point-justice - Point d’accès au droit mairie annexe Nice Ouest,75 boulevard Paul Montel,,,06000,NICE,"[7.207934, 43.67433]",04 93 18 52 00,,,['06088 Nice']
165,permanence_juridique-06027-01,"[7.148578, 43.662915]",06027,Point-justice - relais d’accès au droit de la maison des Associations de Cagnes-sur-Mer,7 rue de l'Hôtel de Ville,,,06800,CAGNES SUR MER,"[7.148578, 43.662915]",04 92 02 57 40,,,['06027 Cagnes-sur-Mer']
166,permanence_juridique-06088-01,"[7.250981, 43.693735]",06088,Point-justice - relais d’accès au droit de la mairie annexe Magnan à Nice,118 rue de France,,,06000,NICE,"[7.250981, 43.693735]",04 97 13 46 00,,,['06088 Nice']
167,permanence_juridique-06152-01,"[7.044697, 43.621588]",06152,Point-justice - France services,rue de la vigne haute ferme Bermond BP 109 06560 Valbonne Sophia Antipolis,,,06560,VALBONNE,"[7.044697, 43.621588]",04 93 40 22 45,,,['06152 Valbonne']
168,permanence_juridique-06088-09,"[7.256249, 43.725785]",06088,Point-justice - relais d'accès au droit de la mairie - annexe Le Ray,place Fontaine du Temple,,,06100,NICE,"[7.256249, 43.725785]",04 92 07 85 60,,,['06088 Nice']
169,permanence_juridique-06012-01,"[7.425459, 43.743147]",06012,Point-justice - relais d’accès au droit de la mairie de Beausoleil,boulevard de la République,,,06240,BEAUSOLEIL,"[7.425459, 43.743147]",04 93 41 71 71,,,['06012 Beausoleil']
170,permanence_juridique-06129-01,"[7.105049, 44.083477]",06129,Point-justice - France services,place de la Mairie,,,06420,ST SAUVEUR SUR TINEE,"[7.105049, 44.083477]",04 89 04 36 10,,,['06129 Saint-Sauveur-sur-Tinée']
171,permanence_juridique-06130-01,"[6.848674, 43.700356]",06130,Point-justice - relais d’accès au droit de la maison du département de Saint-Vallier-de-Thiey,101 allée Charles Bonome,,,06460,ST VALLIER DE THIEY,"[6.848674, 43.700356]",04 89 04 30 75,,,['06130 Saint-Vallier-de-Thiey']
172,permanence_juridique-06099-01,"[6.893081, 43.956124]",06099,Point-justice - France services,1 avenue Miss Pell,,,06260,PUGET THENIERS,"[6.893081, 43.956124]",04 93 03 31 15,,,['06099 Puget-Théniers']
173,permanence_juridique-06103-01,"[7.308818, 44.012587]",06103,Point-justice - relais d’accès au droit de la maison du département de Roquebillière,30 avenue Corniglion Molinier,,,06450,ROQUEBILLIERE,"[7.308818, 44.012587]",04 80 04 53 90,,,['06103 Roquebillière']
174,permanence_juridique-06099-02,"[6.893158, 43.955885]",06099,Point-justice - relais d’accès au droit du foyer rural Cepage de Puget-Théniers,avenue Miss Pell,,,06260,PUGET THENIERS,"[6.893158, 43.955885]",04 93 03 31 15,,,['06099 Puget-Théniers']
175,permanence_juridique-06088-05,"[7.273596, 43.695983]",06088,Point-justice - relais d’accès au droit de l’espace Soleil de Nice,53/55 rue Louis Braille,,,06000,NICE,"[7.273596, 43.695983]",04 93 56 54 85,,,['06088 Nice']
176,permanence_juridique-06088-06,"[7.276428, 43.700815]",06088,Point-justice - relais d’accès au droit du service d'information sociale de proximité de Nice,6 rue Tonduti de l'Escarène,,,06000,NICE,"[7.276428, 43.700815]",04 97 13 27 46,,,['06088 Nice']
177,permanence_juridique-06129-02,"[7.105049, 44.083477]",06129,Point-justice - relais d’accès au droit de la maison du département de Saint-Sauveur-sur-Tinée,place de la Mairie,,,06420,ST SAUVEUR SUR TINEE,"[7.105049, 44.083477]",04 89 04 36 10,,,['06129 Saint-Sauveur-sur-Tinée']
178,permanence_juridique-06130-02,"[6.848674, 43.700356]",06130,Point-justice - France services,101 allée Charles Bonome,,,06460,ST VALLIER DE THIEY,"[6.848674, 43.700356]",04 89 04 30 75,,,['06130 Saint-Vallier-de-Thiey']
179,permanence_juridique-06023-01,"[7.514012, 43.937638]",06023,Point-justice - relais d’accès au droit de la mairie de Breil-sur-Roya,place Biancheri,,,06540,BREIL SUR ROYA,"[7.514012, 43.937638]",04 93 04 99 99,,,['06023 Breil-sur-Roya']
180,permanence_juridique-06046-01,"[7.219086, 43.758975]",06046,Point-justice - France services,1 place de la Madonne,,,06670,COLOMARS,"[7.219086, 43.758975]",04 93 37 82 42,,,['06046 Colomars']
181,permanence_juridique-72334-01,"[-0.12731, 48.182569]",72334,Point-justice - relais d'accès au droit Sillé-le-Guillaume,30 rue du Docteur Touchard,,,72140,SILLE LE GUILLAUME,"[-0.12731, 48.182569]",02 43 54 10 37,,,['72334 Sillé-le-Guillaume']
182,permanence_juridique-72180-01,"[0.369159, 48.348248]",72180,Point-justice - relais d'accès au droit Mamers,9 rue Frédéric Dallier,,,72600,MAMERS,"[0.369159, 48.348248]",02 43 54 10 37,,,['72180 Mamers']
183,permanence_juridique-72124-01,"[0.274115, 47.829131]",72124,Point-justice - France services,1 rue Sainte-Anne,,,72220,ECOMMOY,"[0.274115, 47.829131]",02 43 47 02 20,,,['72124 Écommoy']
184,permanence_juridique-72269-01,"[0.743518, 47.920368]",72269,Point-justice - relais d'accès au droit Saint-Calais,10 place de l'Hôtel de Ville,,,72120,ST CALAIS,"[0.743518, 47.920368]",02 43 54 10 37,,,['72269 Saint-Calais']
185,permanence_juridique-72181-02,"[0.201601, 48.004178]",72181,Point-justice - relais d'accès au droit Maison des adolescents de la Sarthe,14 avenue du Général de Gaulle,,,72000,LE MANS,"[0.201601, 48.004178]",02 43 24 75 74,,,['72181 Le Mans']
186,permanence_juridique-72181-01,"[0.199783, 48.007]",72181,Point-justice - Point d'accès au droit Tribunal judiciaire du Mans,1 avenue Pierre Mendès-France,,,72014,LE MANS CEDEX,"[0.199783, 48.007]",02 72 91 10 14,,,['72181 Le Mans']
187,permanence_juridique-72181-03,"[0.22163, 47.991512]",72181,Point-justice - relais d'accès au droit Centre social Le Kaléidoscope-Les Sablons,9 rue du Cantal,,,72100,LE MANS,"[0.22163, 47.991512]",02 72 91 10 14,,,['72181 Le Mans']
188,permanence_juridique-72241-01,"[0.402591, 48.048717]",72241,Point-justice - relais d'accès au droit Montfort-le-Gesnois,1 place Jacques Moreau,,,72450,MONTFORT LE GESNOIS,"[0.402591, 48.048717]",02 43 76 70 25,,,['72241 Montfort-le-Gesnois']
189,permanence_juridique-72154-01,"[-0.073835, 47.697501]",72154,Point-justice - relais d'accès au droit La Flèche,2 rue Fernand Guillot,,,72200,LA FLECHE,"[-0.073835, 47.697501]",02 43 54 10 37,,,['72154 La Flèche']
190,permanence_juridique-08490-02,"[4.700097, 49.397931]",08490,Point-justice - Point d'accès au droit du centre communal d'action sociale de Vouziers,place Carnot,,,08400,VOUZIERS,"[4.700097, 49.397931]",03 24 30 76 40,,,['08490 Vouziers']
191,permanence_juridique-08486-01,"[4.724587, 50.086036]",08486,Point-justice - Point d'accès au droit de la mairie de Vireux-Molhain,place Henri-Pecqueur,,,08320,VIREUX MOLHAIN,"[4.724587, 50.086036]",03 24 41 50 00,,,['08486 Vireux-Molhain']
